Creature	Name	Item retained	Remove style
shthdr01	Brannel	rndtre06	Items
shthstor	Rattell	none	Slots
sk#noble	Lord Crawford	none	Slots
skelar01	Skeleton Archer	none	Slots
skelar02	Skeleton Archer	rndtre08	Slots
skelar02	Skeleton Archer	rndtre08	Items
skelet01	Skeleton	rndtre08	Slots
skelet01	Skeleton	rndtre08	Items
skelwa02	Skeleton Warrior	rndtre08	Slots
skelwa02	Skeleton Warrior	rndtre08	Items
skelwa03	Skeleton Warrior	none	Slots
slandor	Andorian	rndtre06	Slots
slandor	Andorian	rndtre06	Items
slhalf01	Halfling Man	rndtre06	Slots
slhalf01	Halfling Man	rndtre06	Items
slshop02	Storekeep	rndtre07	Slots
slshop02	Storekeep	rndtre07	Items
slumm3	Peasant	none	Slots
slvic01	Tourist	rndtre06	Slots
slvic01	Tourist	rndtre06	Items
speselca	Spell Seller	rndtre07	Slots
speselca	Spell Seller	rndtre07	Items
spmugg	Mugger	rndtre06	Slots
spmugg	Mugger	rndtre06	Items
spmugg2	Ruffian Captain	rndtre06	Slots
spmugg2	Ruffian Captain	rndtre06	Items
spmugg3	Thug	rndtre06	Slots
spmugg3	Thug	rndtre06	Items
stage01	Peasant	rndtre06	Slots
stage01	Peasant	rndtre06	Items
strak	Strak	rndtre08	Slots
strak	Strak	rndtre08	Items
sumeat1	Rojo	none	Slots
sumeat2	Lowell	rndtre06	Slots
sumeat2	Lowell	rndtre06	Items
sumeat3	Friddel	rndtre06	Slots
sumeat3	Friddel	rndtre06	Items
surayah	Surayah	rndtre06	Slots
surayah	Surayah	rndtre06	Items
surly	Surly	rndtre07	Slots
surly	Surly	rndtre07	Items
suthess1	Flunky	rndtre06	Slots
suthess1	Flunky	rndtre06	Items
t#mdomo	Majordomo	none	Slots
talwar40	Talavan's Warrior	rndtre06	Slots
talwar40	Talavan's Warrior	rndtre06	Items
talwar41	Talavan's Warrior	rndtre07	Slots
talwar41	Talavan's Warrior	rndtre07	Items
talwar42	Elite Warrior	rndtre01	Slots
talwar42	Elite Warrior	rndtre01	Items
talwar43	Elite Warrior	rndtre07	Slots
talwar43	Elite Warrior	rndtre07	Items
talwar44	Commander Tylin	none	Slots
talwar45	Talavan's Warrior	rndtre07	Slots
talwar45	Talavan's Warrior	rndtre07	Items
talwar46	Elite Warrior	rndtre07	Slots
talwar46	Elite Warrior	rndtre07	Items
talwar47	Elite Warrior	rndtre07	Slots
talwar47	Elite Warrior	rndtre07	Items
talwar48	Elite Warrior	rndtre07	Slots
talwar48	Elite Warrior	rndtre07	Items
talwar49	Elite Warrior	none	Slots
talwar50	Elite Warrior	none	Slots
tannar2	Tanar'ri	none	Slots
tannar3	Tanar'ri	rndtre06	Slots
tannar3	Tanar'ri	rndtre06	Items
tarnor	Tarnor the Hatchetman	rndtre08	Slots
tarnor	Tarnor the Hatchetman	rndtre08	Items
tasloisu	Tasloi	rndtre06	Items
tavekee	Tavern Keeper	rndtre07	Slots
tavekee	Tavern Keeper	rndtre07	Items
taxcoll	Tax Collector	rndtre06	Slots
taxcoll	Tax Collector	rndtre06	Items
tazok	Tazok	rndtre07	Slots
tazok	Tazok	rndtre07	Items
tb#lotga	Orc Tenant	rndtre07	Slots
tb#lotga	Orc Tenant	rndtre07	Items
tb#lotgw	Ogre Tenant	rndtre07	Slots
tb#lotgw	Ogre Tenant	rndtre07	Items
tb#lotr	Maniar	rndtre06	Slots
tb#lotr	Maniar	rndtre06	Items
tb#lotr1	Lieutenant Beldor	rndtre07	Slots
tb#lotr1	Lieutenant Beldor	rndtre07	Items
tb#lotra	Orc Archer	none	Slots
tb#lotrg	General Argor	rndtre08	Slots
tb#lotrg	General Argor	rndtre08	Items
tb#lotro	Orc	none	Slots
tb#prsp	Mystra's witness	rndtre06	Slots
tb#prsp	Mystra's witness	rndtre06	Items
teltief1	Tiefling	rndtre07	Slots
teltief1	Tiefling	rndtre07	Items
teltief2	Tiefling	rndtre08	Slots
teltief2	Tiefling	rndtre08	Items
tenmage1	Mage	rndtre06	Slots
tenmage1	Mage	rndtre06	Items
tenmage2	Castle Mage	rndtre06	Slots
tenmage2	Castle Mage	rndtre06	Items
tenmage3	Castle Mage	rndtre06	Slots
tenmage3	Castle Mage	rndtre06	Items
terrece	Terrece	none	Slots
thief5	Gorvin	rndtre06	Slots
thief5	Gorvin	rndtre06	Items
thork1	Thorknar	none	Slots
thork2	Thorknar	rndtre08	Slots
thork2	Thorknar	rndtre08	Items
thork3	Thorknar	rndtre08	Slots
thork3	Thorknar	rndtre08	Items
thork4	Thorknar	rndtre08	Slots
thork4	Thorknar	rndtre08	Items
tobban03	Orc	none	Slots
torgal	TorGal	rndtre08	Slots
torgal	TorGal	rndtre08	Items
torgal2	TorGal	rndtre08	Slots
torgal2	TorGal	rndtre08	Items
torgal3	TorGal	none	Slots
townc01	Town Crier Neckeith	rndtre07	Slots
townc01	Town Crier Neckeith	rndtre07	Items
trcut02	Nobleman	none	Slots
tresham1	Tresham	rndtre07	Slots
tresham1	Tresham	rndtre07	Items
trevil01	Lord Khellon Menold	rndtre08	Slots
trevil01	Lord Khellon Menold	rndtre08	Items
trftow01	Trissa	rndtre06	Slots
trftow01	Trissa	rndtre06	Items
trhmer01	Guildmistress Busya	rndtre07	Slots
trhmer01	Guildmistress Busya	rndtre07	Items
trnobm02	Nobleman	rndtre06	Slots
trnobm02	Nobleman	rndtre06	Items
trolde01	Desert Troll	none	Slots
trolde02	Desert Troll	none	Slots
trolfr01	Troll	rndtre08	Slots
trolfr01	Troll	rndtre08	Items
trolfr02	Troll	rndtre08	Slots
trolfr02	Troll	rndtre08	Items
trolgi01	Giant Troll	rndtre08	Slots
trolgi01	Giant Troll	rndtre08	Items
trolgi02	Giant Troll	rndtre08	Slots
trolgi02	Giant Troll	rndtre08	Items
trolic01	Ice Troll	none	Slots
trolic02	Ice Troll	rndtre08	Slots
trolic02	Ice Troll	rndtre08	Items
trolic03	Blizzard Troll	rndtre08	Slots
trolic03	Blizzard Troll	rndtre08	Items
trolic04	Blizzard Troll	rndtre08	Slots
trolic04	Blizzard Troll	rndtre08	Items
troll01	Troll	none	Slots
troll02	Troll	rndtre08	Slots
troll02	Troll	rndtre08	Items
troll03	Troll	rndtre08	Slots
troll03	Troll	rndtre08	Items
trolsi01	Spirit Troll	rndtre08	Slots
trolsi01	Spirit Troll	rndtre08	Items
trolsi02	Spirit Troll	rndtre08	Slots
trolsi02	Spirit Troll	rndtre08	Items
trtavp01	Tavern Drunk	none	Slots
trtavp02	Lady Merana	rndtre06	Slots
trtavp02	Lady Merana	rndtre06	Items
trwen01	Ulma	rndtre06	Slots
trwen01	Ulma	rndtre06	Items
ts5bad	Cpt. Sterling	none	Slots
ts5door	Lt. Betta	rndtre08	Slots
ts5door	Lt. Betta	rndtre08	Items
ts5grd	Barracks Guard	rndtre07	Slots
ts5grd	Barracks Guard	rndtre07	Items
ts5grd1	Barracks Guard	none	Slots
ts5grd2	Barracks Guard	none	Slots
ts5thf1	Myriza	rndtre07	Slots
ts5thf1	Myriza	rndtre07	Items
ts5thf2	Keltar	none	Slots
ts5thf3	Genja	rndtre07	Slots
ts5thf3	Genja	rndtre07	Items
ts5thf4	Gelt Foldum	none	Slots
ts5thf5	Issa Kealn	rndtre07	Slots
ts5thf5	Issa Kealn	rndtre07	Items
ts5thf6	Hawrath	none	Slots
ts5wiz	Militia Wizard	rndtre08	Slots
ts5wiz	Militia Wizard	rndtre08	Items
tsama1	Ama	rndtre08	Slots
tsama1	Ama	rndtre08	Items
tsdrunk1	Bert	rndtre06	Slots
tsdrunk1	Bert	rndtre06	Items
tsdrunk2	Tom	rndtre06	Slots
tsdrunk2	Tom	rndtre06	Items
tsdrunk3	Bill Huggins	rndtre06	Slots
tsdrunk3	Bill Huggins	rndtre06	Items
tsgrd02	Cowled Enforcer	rndtre08	Slots
tsgrd02	Cowled Enforcer	rndtre08	Items
tsjflirt	Lady Arlluvia	rndtre07	Slots
tsjflirt	Lady Arlluvia	rndtre07	Items
tspick1	Nobleman	rndtre08	Slots
tspick1	Nobleman	rndtre08	Items
tspick2	Noblewoman	none	Slots
tspick3	Commoner	rndtre07	Slots
tspick3	Commoner	rndtre07	Items
tspick4	Commoner	rndtre07	Slots
tspick4	Commoner	rndtre07	Items
tspick5	Sailor	rndtre08	Slots
tspick5	Sailor	rndtre08	Items
tspick6	Sailor	none	Slots
tspick7	Peasant	rndtre06	Slots
tspick7	Peasant	rndtre06	Items
tspick8	Peasant	rndtre06	Slots
tspick8	Peasant	rndtre06	Items
tswench1	Jancie	rndtre06	Slots
tswench1	Jancie	rndtre06	Items
tupung	Pung	none	Slots
tupungcs	Pung	rndtre06	Slots
tupungcs	Pung	rndtre06	Items
u#conlan	Conlan	rndtre06	Slots
u#conlan	Conlan	rndtre06	Items
udcom01	Commoner	rndtre06	Slots
udcom01	Commoner	rndtre06	Items
uddoor05	Drow Wizard	none	Slots
uddrow05	Drow Cook	rndtre06	Slots
uddrow05	Drow Cook	rndtre06	Items
uddrow07	Merinid	none	Slots
uhfem01	Mistress Eina	none	Slots
uhfem02	Johanna	rndtre06	Slots
uhfem02	Johanna	rndtre06	Items
uhinn01	Vincenzo the Innkeep	none	Slots
uhinn02	Willet the Stableboy	rndtre06	Slots
uhinn02	Willet the Stableboy	rndtre06	Items
uhman02	Nelleck	rndtre06	Slots
uhman02	Nelleck	rndtre06	Items
uhmay01	Minister Lloyd	rndtre07	Slots
uhmay01	Minister Lloyd	rndtre07	Items
uhmer01	Elence Fielding	rndtre06	Slots
uhmer01	Elence Fielding	rndtre06	Items
uhmer02	Min Minling	none	Slots
uhmer03	Beherant Diir	rndtre08	Slots
uhmer03	Beherant Diir	rndtre08	Items
uhogre01	Madulf	none	Slots
uhogre02	Ogre	rndtre06	Slots
uhogre02	Ogre	rndtre06	Items
uhogre03	Minotaur	none	Slots
uhogre04	Gnoll	rndtre08	Slots
uhogre04	Gnoll	rndtre08	Items
uhogre05	Orc	rndtre08	Slots
uhogre05	Orc	rndtre08	Items
ulogre2	Enchanted Ogre Mage	rndtre08	Slots
ulogre2	Enchanted Ogre Mage	rndtre08	Items
ulorc3	Enchanted Orog	none	Slots
ulorc4	Enchanted Orc	none	Slots
ulorc5	Enchanted Orc Archer	rndtre07	Slots
ulorc5	Enchanted Orc Archer	rndtre07	Items
umbhul01	Umber Hulk	rndtre08	Slots
umbhul01	Umber Hulk	rndtre08	Items
umbhul02	Umber Hulk Elder	none	Slots
unsee	The Unseeing Eye	rndtre08	Slots
unsee	The Unseeing Eye	rndtre08	Items
va#fsala	Fire Salamander	rndtre08	Slots
va#fsala	Fire Salamander	rndtre08	Items
va#kergo	Captain Kergo	rndtre06	Slots
va#kergo	Captain Kergo	rndtre06	Items
va#orc	Orc Archer	rndtre07	Slots
va#orc	Orc Archer	rndtre07	Items
va#orog	Orog	rndtre07	Slots
va#orog	Orog	rndtre07	Items
vakthf01	Thug	rndtre06	Slots
vakthf01	Thug	rndtre06	Items
victown3	Nobleman	none	Slots
victown4	Noblewoman	rndtre06	Slots
victown4	Noblewoman	rndtre06	Items
walla	Wallace	rndtre06	Slots
walla	Wallace	rndtre06	Items
wardabi1	Silver Abishai	rndtre07	Slots
wardabi1	Silver Abishai	rndtre07	Items
wardabi2	Silver Abishai	rndtre07	Slots
wardabi2	Silver Abishai	rndtre07	Items
wardnob1	Greeter	rndtre07	Slots
wardnob1	Greeter	rndtre07	Items
waylane	Waylane	rndtre06	Slots
waylane	Waylane	rndtre06	Items
wblance	Lance	rndtre06	Slots
wblance	Lance	rndtre06	Items
wbmum	Willie's Mum	rndtre06	Slots
wbmum	Willie's Mum	rndtre06	Items
wcust02	Debutante Alicia	rndtre07	Slots
wcust02	Debutante Alicia	rndtre07	Items
wcust03	Largo	rndtre06	Slots
wcust03	Largo	rndtre06	Items
wcust05	Lady Lasalla	rndtre06	Slots
wcust05	Lady Lasalla	rndtre06	Items
weenog	Weenog	none	Slots
wench1	Tavern Wench	none	Slots
willia	Sir William of Thorpe	rndtre06	Slots
willia	Sir William of Thorpe	rndtre06	Items
winthr2	Winthrop	rndtre06	Slots
winthr2	Winthrop	rndtre06	Items
wmart1	Joluv	rndtre06	Slots
wmart1	Joluv	rndtre06	Items
wtthork5	Thorknar	rndtre08	Slots
wtthork5	Thorknar	rndtre08	Items
wtthork6	Thorknar	rndtre08	Slots
wtthork6	Thorknar	rndtre08	Items
wwench	Rebecca	rndtre06	Slots
wwench	Rebecca	rndtre06	Items
wyvern01	Wyvern	rndtre08	Slots
wyvern01	Wyvern	rndtre08	Items
wyvgre01	Greater Wyvern	none	Slots
x#chop	Chop The Lady Ogre	rndtre06	Slots
x#chop	Chop The Lady Ogre	rndtre06	Items
x#cru11	Cru The Lady Ogre	none	Slots
x#dgnle1	Gnoll	rndtre06	Slots
x#dgnle1	Gnoll	rndtre06	Items
x#dgnle2	Gnoll	none	Slots
x#dgnle2	Gnoll	none	Items
x#dgnle3	Gnoll	rndtre06	Slots
x#dgnle3	Gnoll	rndtre06	Items
x#dgnle4	Gnoll	rndtre06	Slots
x#dgnle4	Gnoll	rndtre06	Items
x#dgnlg1	Gnoll	rndtre06	Slots
x#dgnlg1	Gnoll	rndtre06	Items
x#dgnlg2	Gnoll	rndtre06	Slots
x#dgnlg2	Gnoll	rndtre06	Items
x#dgnlg3	Gnoll	rndtre06	Slots
x#dgnlg3	Gnoll	rndtre06	Items
x#dgnlg4	Gnoll	rndtre06	Slots
x#dgnlg4	Gnoll	rndtre06	Items
xangiber	Fighter	rndtre06	Slots
xangiber	Fighter	rndtre06	Items
xvart_d	Xvart Protector	rndtre06	Slots
xvart_d	Xvart Protector	rndtre06	Items
yaga03	Lieutenant Fighter	rndtre08	Slots
yaga03	Lieutenant Fighter	rndtre08	Items
yaga05	Lieutenant Thief	none	Slots
yscara01	Merchant	rndtre07	Slots
yscara01	Merchant	rndtre07	Items
yscara02	Merchant	rndtre06	Slots
yscara02	Merchant	rndtre06	Items
ysdivelf	Divalir's Guard	rndtre06	Items
ysfire01	Fire Giant	rndtre08	Slots
ysfire01	Fire Giant	rndtre08	Items
ysfire02	Fire Giant	rndtre07	Slots
ysfire02	Fire Giant	rndtre07	Items
ysg2	Fire Giant	rndtre08	Slots
ysg2	Fire Giant	rndtre08	Items
ysgp01	Toop the Brave	rndtre08	Slots
ysgp01	Toop the Brave	rndtre08	Items
yssold01	Yaga-Shura Soldier	rndtre06	Slots
yssold01	Yaga-Shura Soldier	rndtre06	Items
yssold04	Yaga-Shura Elite	none	Slots
yssold10	Fire Giant	rndtre08	Slots
yssold10	Fire Giant	rndtre08	Items
yssold13	Yaga-Shura Soldier	rndtre06	Slots
yssold13	Yaga-Shura Soldier	rndtre06	Items
yugalu01	Alu-Fiend	none	Slots
z#arch2	Shadow Thief	rndtre06	Slots
z#arch2	Shadow Thief	rndtre06	Items
z#archbv	Shadow Thief	rndtre06	Slots
z#archbv	Shadow Thief	rndtre06	Items
z#cw18	Cowled Wizard	none	Slots
z#mage2	Shadow Thief Mage	rndtre08	Slots
z#mage2	Shadow Thief Mage	rndtre08	Items
z#nob1	Nobleman	none	Slots
z#nob2	Noblewoman	rndtre08	Slots
z#nob2	Noblewoman	rndtre08	Items
z#nob3	Nobleman	rndtre07	Slots
z#nob3	Nobleman	rndtre07	Items
zyors1aa	Orc Raider	rndtre06	Slots
zyors1aa	Orc Raider	rndtre06	Items
zyors1ab	Orc Raider	none	Slots
zyors1ac	Orc Raider	rndtre06	Slots
zyors1ac	Orc Raider	rndtre06	Items
zyors1ad	Orc Raider	rndtre06	Slots
zyors1ad	Orc Raider	rndtre06	Items
zyors1ae	Orc Raider	rndtre06	Slots
zyors1ae	Orc Raider	rndtre06	Items
zyors1af	Orc Raider	rndtre06	Slots
zyors1af	Orc Raider	rndtre06	Items
zyors1ag	Orc Raider	rndtre06	Slots
zyors1ag	Orc Raider	rndtre06	Items
zyors1ah	Orc Raider	none	Slots
zyors1ai	Orc Raider	rndtre06	Slots
zyors1ai	Orc Raider	rndtre06	Items
zyors1aj	Orc Raider	rndtre06	Slots
zyors1aj	Orc Raider	rndtre06	Items
zyors1ak	Orc Raider	none	Slots
zyors1al	Orc Raider	none	Slots
zyors1am	Orc Raider	rndtre06	Slots
zyors1am	Orc Raider	rndtre06	Items
zyors2aa	Orc Chieftain	none	Slots
zyors2ab	Orc Chieftain	rndtre06	Slots
zyors2ab	Orc Chieftain	rndtre06	Items
zyors2ac	Orc Chieftain	rndtre06	Slots
zyors2ac	Orc Chieftain	rndtre06	Items
zyors2ad	Orc Chieftain	rndtre06	Slots
zyors2ad	Orc Chieftain	rndtre06	Items
zyors2ae	Orc Chieftain	rndtre06	Slots
zyors2ae	Orc Chieftain	rndtre06	Items
zyors2af	Orc Chieftain	rndtre06	Slots
zyors2af	Orc Chieftain	rndtre06	Items
zyors2ag	Orc Chieftain	rndtre06	Slots
zyors2ag	Orc Chieftain	rndtre06	Items
zyors2ah	Orc Chieftain	rndtre06	Slots
zyors2ah	Orc Chieftain	rndtre06	Items
zyors2ai	Orc Chieftain	rndtre06	Slots
zyors2ai	Orc Chieftain	rndtre06	Items
zyors2aj	Orc Chieftain	rndtre06	Slots
zyors2aj	Orc Chieftain	rndtre06	Items
zyors2ak	Orc Chieftain	rndtre06	Slots
zyors2ak	Orc Chieftain	rndtre06	Items
zyors2al	Orc Chieftain	none	Slots
zyors2am	Orc Chieftain	none	Slots
zyors3aa	Orc Champion	rndtre06	Slots
zyors3aa	Orc Champion	rndtre06	Items
zyors3ab	Orc Champion	rndtre06	Slots
zyors3ab	Orc Champion	rndtre06	Items
zyors3ac	Orc Champion	rndtre06	Slots
zyors3ac	Orc Champion	rndtre06	Items
zyors3ad	Orc Champion	rndtre06	Slots
zyors3ad	Orc Champion	rndtre06	Items
zyors3ae	Orc Champion	none	Slots
zyors3af	Orc Champion	rndtre06	Slots
zyors3af	Orc Champion	rndtre06	Items
zyors3ag	Orc Champion	rndtre06	Slots
zyors3ag	Orc Champion	rndtre06	Items
zyors3ah	Orc Champion	none	Slots
zyors3ai	Orc Champion	rndtre06	Slots
zyors3ai	Orc Champion	rndtre06	Items
zyors3aj	Orc Champion	rndtre06	Slots
zyors3aj	Orc Champion	rndtre06	Items
zyors3ak	Orc Champion	rndtre06	Slots
zyors3ak	Orc Champion	rndtre06	Items
zyors3al	Orc Champion	rndtre06	Slots
zyors3al	Orc Champion	rndtre06	Items
zyors3am	Orc Champion	rndtre06	Slots
zyors3am	Orc Champion	rndtre06	Items
zyors4aa	Orc Warlord	rndtre06	Slots
zyors4aa	Orc Warlord	rndtre06	Items
zyors4ab	Orc Warlord	rndtre06	Slots
zyors4ab	Orc Warlord	rndtre06	Items
zyors4ac	Orc Warlord	rndtre06	Slots
zyors4ac	Orc Warlord	rndtre06	Items
zyors4ad	Orc Warlord	none	Slots
zyors4ae	Orc Warlord	rndtre06	Slots
zyors4ae	Orc Warlord	rndtre06	Items
zyors4af	Orc Warlord	rndtre06	Slots
zyors4af	Orc Warlord	rndtre06	Items
zyors4ag	Orc Warlord	rndtre06	Slots
zyors4ag	Orc Warlord	rndtre06	Items
zyors4ah	Orc Warlord	rndtre06	Slots
zyors4ah	Orc Warlord	rndtre06	Items
zyors4ai	Orc Warlord	none	Slots
zyors4aj	Orc Warlord	none	Slots
zyors4ak	Orc Warlord	rndtre06	Slots
zyors4ak	Orc Warlord	rndtre06	Items
zyors4al	Orc Warlord	none	Slots
zyors4am	Orc Warlord	none	Slots
zyorsmaa	Orcish Warrior	rndtre06	Slots
zyorsmaa	Orcish Warrior	rndtre06	Items
zyorsmab	Orcish Warrior	none	Slots
zyorsmac	Orcish Warrior	rndtre06	Slots
zyorsmac	Orcish Warrior	rndtre06	Items
zyorsmad	Orcish Warrior	rndtre06	Slots
zyorsmad	Orcish Warrior	rndtre06	Items
zyorsmae	Orcish Warrior	rndtre06	Slots
zyorsmae	Orcish Warrior	rndtre06	Items
zyorsmaf	Orcish Warrior	rndtre06	Slots
zyorsmaf	Orcish Warrior	rndtre06	Items
zyorsmag	Orcish Warrior	rndtre06	Slots
zyorsmag	Orcish Warrior	rndtre06	Items
zyorsmah	Orcish Warrior	none	Slots
zyorsmai	Orcish Warrior	rndtre06	Slots
zyorsmai	Orcish Warrior	rndtre06	Items
zyorsmaj	Orcish Warrior	rndtre06	Slots
zyorsmaj	Orcish Warrior	rndtre06	Items
zyorsmak	Orcish Warrior	rndtre06	Slots
zyorsmak	Orcish Warrior	rndtre06	Items
zyorsmal	Orcish Warrior	rndtre06	Slots
zyorsmal	Orcish Warrior	rndtre06	Items
zyorsmam	Orcish Warrior	rndtre06	Slots
zyorsmam	Orcish Warrior	rndtre06	Items
