File	Name	Slot	Script
pstanal	Tanar'ri Leader	Slot 592	agrandbr
pstanaud	Ultimate Expression of Wrath	Slot 600	agrandrb
psteos	Teos	Slot 592	agrandbr
psteosch	Teos	Slot 592	agrandrb
pstest01	Apprentice	Slot 592	agrandrb
pstest02	Apprentice	Slot 592	agrandrb
pstest03	Apprentice	Slot 592	agrandbr
pstest04	Apprentice	Slot 592	agrandrb
psthal	Thalantyr	Slot 600	agrandbr
pstrait	Cowled Wizard	Slot 600	agrandrb
psvecna	Vecna's Shade	Slot 592	agrandrb
psvortel	Vortel	Slot 592	agrandbr
psweil	Wielter	Slot 592	agrandbr
ptagget	Tagget	Slot 592	agrandbr
pthral01	Thrall Leader	Slot 592	agrandrb
pthral02	Thrall	Slot 592	agrandrb
pthral03	Thrall Fighter	Slot 584	agrandbr
pthral04	Thrall	Slot 592	agrandbr
pthral05	Female Thrall	Slot 584	agrandbr
pthral07	Warden Thrall	Slot 584	agrandrg
pthral08	Thrall	Slot 584	agrandrb
pthral09	Thrall	Slot 584	agrandrb
pthral10	Thrall	Slot 600	agrandbr
pthral11	Thrall	Slot 600	agrandrb
purang	Purang Berserker	Slot 592	agrandrb
pwarden	Warden	Slot 608	agrandbr
pwauk1	Counter Carravis	Slot 592	agrandbr
pwauk2	Haletlatess Jillian	Slot 608	agrandrb
pwyvv01	Wyvern	Slot 608	agrandbr
qcaptain	Carlon Lendras	Slot 592	agrandbr
qcirc03	Circus Performer	Slot 592	agrandrb
qloot1	Hurgan	Slot 592	agrandrb
qloot2	Makan	Slot 600	agrandrb
qloot3	Chobenhair	Slot 592	agrandrb
qloot4	Laras	Slot 592	agrandbr
quadkid1	Reno	Slot 592	agrandrb
quadkid2	Marco	Slot 592	agrandrb
quadkid3	Keris	Slot 592	agrandbr
quadtol1	Giant Troll	Slot 600	agrandbr
quatar	Quataris	Slot 600	agrandbr
queen	Queen	Slot 584	agrandbr
questm	QuestM	Slot 592	agrandrb
questor	Questor	Slot 592	agrandrb
quint	Quint Roenall	Slot 592	agrandbr
quintip1	Quintin Pinewood	Slot 592	agrandrb
quintip2	Quintin Pinewood	Slot 592	agrandbr
r!kitele	Elethial	Slot 592	agrandbr
r#anast	Anastacia	Slot 600	agrandbr
r#asdemn	Abysima	Slot 592	agrandrp
r#breu01	Breudayael	Slot 592	agrandbr
r#crazy	Crazy Mage	Slot 584	agrandrb
r#demon	Baalor	Slot 584	agrandrb
r#drow	Drow Torturer	Slot 592	agrandrb
r#drus01	Drusilia	Slot 592	agrandrp
r#dwarf	Thordek	Slot 592	agrandbr
r#mage01	Kargak the Destroyer	Slot 592	agrandbr
r#mage02	Lord Karadin the Cursed	Slot 592	agrandrb
r#troll	Troll	Slot 592	agrandrb
r#umber	Noble Umber Hulk	Slot 592	agrandrb
r#vlis	Vlis'tiara	Slot 592	agrandrb
r800001	Reingard	Slot 592	agrandrb
r800002	Norin	Slot 592	agrandbr
r800003	Ronar	Slot 592	agrandbr
r800004	Rugnar	Slot 592	agrandbr
r800005	Hammel	Slot 592	agrandbr
rabi	Red Abishai	Slot 584	agrandbr
radient1	-	Slot 592	agrandbr
radient2	-	Slot 592	agrandbr
radient3	-	Slot 592	agrandrp
radient4	-	Slot 592	agrandrb
rahvin_r	Rah'vin	Slot 592	agrandbr
rakmah01	Maharajah	Slot 600	agrandrb
rakraj01	Rajah	Slot 600	agrandbr
rakruh01	Ruhk	Slot 600	agrandbr
raksha01	Rakshasa	Slot 600	agrandrb
ralej	Rayic Gethras	Slot 592	agrandbr
rance	Statue	Slot 600	agrandlx
ranmarc	Marcus	Slot 592	agrandrb
rannec1	Necromancer	Slot 600	agrandbr
rannec2	Necromancer	Slot 600	agrandrb
rannec3	Bheodin	Slot 600	agrandbr
rannec4	Necromancer	Slot 592	agrandrb
rannec5	Necromancer	Slot 592	agrandrb
rannec6	Necromancer	Slot 600	agrandbr
rannec7	Necromancer	Slot 600	agrandbr
rannec8	Necromancer	Slot 600	agrandbr
ranske1	Strong Skeleton	Slot 592	agrandbr
ranske2	Strong Skeleton	Slot 592	agrandbr
ranske3	Strong Skeleton	Slot 592	agrandrb
ranske4	Strong Skeleton	Slot 592	agrandrb
ranske5	Strong Skeleton	Slot 592	agrandrb
ranske6	Strong Skeleton	Slot 592	agrandrb
ranske7	Skeleton Warrior	Slot 592	agrandrb
ranske8	Strong Skeleton	Slot 592	agrandbr
ranske9	Skeleton Warrior	Slot 592	agrandbr
ravager	The Ravager	Slot 592	agrandrb
rayvon	RayVon	Slot 600	agrandbr
razak01	Rezak the Arms Master	Slot 592	agrandrp
razor	Razor	Slot 600	agrandbr
rbarmor	William Jyssev	Slot 592	agrandrb
rcopper	Reise Coppersky	Slot 600	agrandrb
rdundea2	Doom Guard	Slot 592	agrandsr
rdundea3	Doom Guard	Slot 592	agrandbr
rdundea4	Doom Guard	Slot 592	agrandbr
rdundead	Doom Guard	Slot 592	agrandbr
re_anne	Anne	Slot 592	agrandrb
re_carl	Carlos	Slot 592	agrandbr
re_carl1	Thug	Slot 592	agrandsr
re_carl2	Thug	Slot 592	agrandsr
re_chand	Chandra	Slot 592	agrandrb
re_dryad	Dryad	Slot 592	agrandbr
re_isab	Isabelle	Slot 608	agrandbr
re_lais	Lais	Slot 592	agrandbr
re_mekrn	Dryad	Slot 592	agrandrb
re_mit	Mit	Slot 592	agrandbr
re_noob	Noober	Slot 600	agrandrb
re_reb	Rebecca	Slot 592	agrandbr
re_send	Sendai	Slot 592	agrandbr
re_sheri	Sheri D'Avignon	Slot 592	agrandrb
reband01	Bandit	Slot 592	agrandrb
reband02	Bandit	Slot 592	agrandbr
reband03	Bandit	Slot 592	agrandbr
reband04	Bandit	Slot 592	agrandbr
reband05	Bandit	Slot 592	agrandbr
reckon	Duergar	Slot 608	agrandrb
recler01	Slaver	Slot 592	agrandrb
recler02	Cleric	Slot 592	agrandrb
redabi01	Red Abishai	Slot 584	agrandrb
redilav	Dilav	Slot 592	agrandbr
redrad01	Dradeel	Slot 592	agrandrb
redw1	Monferion Palas	Slot 584	agrandbr
redw2	Orlo Ravonar	Slot 584	agrandbr
redw3	Ekaterina Drosor	Slot 584	agrandrb
reeldar	Eldarin	Slot 592	agrandrb
refigh01	Slaver	Slot 592	agrandrb
remage01	Slaver Wizard	Slot 584	agrandbr
remage02	Slaver Wizard	Slot 592	agrandbr
remorhaz	Abishai	Slot 592	agrandbr
remorle	Abishai Leader	Slot 592	agrandrg
renal	Renal Bloodscalp	Slot 600	agrandbr
rengaa	Rengaard	Slot 600	agrandrb
repthf1	Shadow Thief	Slot 608	agrandrb
repthf2	Shadow Thief	Slot 592	agrandrb
repthf3	Shadow Thief	Slot 592	agrandbr
rerak01	Traveler	Slot 600	agrandrp
rerak02	Traveler	Slot 600	agrandrb
rerak03	Traveler	Slot 600	agrandrb
rerak04	Traveler	Slot 600	agrandrb
rerak05	Traveler	Slot 600	agrandbr
rerak06	Traveler	Slot 600	agrandsw
resuna	Suna Seni	Slot 592	agrandbr
retalak	Talak	Slot 592	agrandrb
rethie01	Slaver	Slot 592	agrandbr
rethie02	Slaver	Slot 592	agrandrb
rethie03	Slaver	Slot 592	agrandbr
rethug01	Thug	Slot 592	agrandrb
rethug02	Mage	Slot 592	agrandrb
rethug03	Thug	Slot 592	agrandrb
rethug04	Thug	Slot 592	agrandrb
reti	Reti	Slot 592	agrandrb
reven01	Revenant	Slot 584	agrandrb
riat01	Tolgerias	Slot 600	agrandbr
riat02	Tolgerias	Slot 600	agrandbr
riat03	Tolgerias	Slot 600	agrandrb
riat04	Tolgerias	Slot 600	agrandbr
riat05	Tolgerias	Slot 600	agrandrb
riatamne	Myrin	Slot 592	agrandbr
riatgate	Gatesman	Slot 592	agrandrb
riatjail	Jailer	Slot 592	agrandbr
riatmov1	Guardian Mage	Slot 592	agrandrb
riatmov2	Guardian Mage	Slot 592	agrandrb
riatmov3	Guardian Mage	Slot 592	agrandea
riatmov4	Guardian Ogre	Slot 592	agrandbr
riatmov5	Guardian Ogre	Slot 592	agrandbr
ribald	Ribald	Slot 608	agrandrb
riftcr01	Greater Ghoul	Slot 592	agrandbr
riftcr02	Skeleton Warrior	Slot 592	agrandrb
riftcr03	Greater Mummy	Slot 592	agrandbr
riftcr04	Empathic Manifestation	Slot 600	agrandbr
riftg03	Avatar	Slot 600	agrandrb
riftm01	Diseased One	Slot 584	agrandbr
riftm02	Diseased One	Slot 584	agrandsr
riftw01	Diseased One	Slot 584	agrandbr
rigen03	Tombelthen Soldiers	Slot 608	agrandrb
rinnie	Rinnie	Slot 584	agrandbr
ritac1	Ritual Theurgeon	Slot 600	agrandsw
ritb1	Ritual Battlerager	Slot 584	agrandrb
ritd1	Ritual Totemist	Slot 600	agrandbr
ritdrag	Ira'kiou'dneg	Slot 592	agrandrp
ritend	Ender, Ritual Captain	Slot 600	agrandbr
riti1	Vryce, Ritual Inquisitor	Slot 600	agrandbr
ritkm1	Ritual Battlemage	Slot 600	agrandrb
ritkt1	Ritual Shadowstalker	Slot 584	agrandbr
ritm1	Number Ten Ox, Ritual Monk	Slot 600	agrandbr
rits1	Li Kao, Ritual Wu Jen	Slot 600	agrandrb
ritsf1	Chanur, Ritual Shapeshifter	Slot 600	agrandbr
ritw1	Ritual Disruptor	Slot 600	agrandrg
rngbeh01	Beholder	Slot 592	agrandbr
rngwlf01	Anath	Slot 608	agrandbr
rngwlf02	Anath	Slot 584	agrandbr
rngwlf03	Anath	Slot 584	agrandrb
rngwlf04	Anath	Slot 584	agrandrb
rngwlf05	Anath	Slot 584	agrandbr
robend01	Host Tower Archmage	Slot 592	agrandbr
robend02	Host Tower Archmage	Slot 592	agrandrb
roborb01	Waterdeep Assassination Wizard	Slot 592	agrandrb
rock	Rock	Slot 584	agrandrb
rodger	Rodger	Slot 592	agrandrb
roger	Roger the Fence	Slot 600	agrandrb
rogtro01	Sea Troll	Slot 592	agrandrb
rogtro02	Sea Troll	Slot 592	agrandrb
rook	Rook	Slot 592	agrandbr
rorca01	Orc Archer	Slot 584	agrandrb
rorcl01	Orog Leader	Slot 600	agrandbr
rorcs01	Orog	Slot 584	agrandbr
rr#bodk	Bodak Hangthorn	Slot 592	agrandbr
rr#camn	Amnish Soldier	Slot 592	agrandbr
rr#grok	Grok	Slot 592	agrandbr
rr#kert	Kerith the Bleak	Slot 592	agrandnc
rr#seli	Selina Shadowstorm	Slot 592	agrandbr
rr#vam01	Vampire	Slot 592	agrandrb
rr#vend	Venduris	Slot 592	agrandrb
rr#vend2	Venduris	Slot 592	agrandnc
rr#zaer	Zaeron T'ane	Slot 592	agrandnc
rskel01	Skeleton	Slot 608	agrandbr
rskel02	Skeleton Warrior	Slot 592	agrandrb
rskel03	Skeleton	Slot 592	agrandbr
rspirit1	Mairyn	Slot 592	agrandbr
ruffian	Amalas	Slot 600	agrandbr
rufpal1	Ruffian	Slot 600	agrandrb
rufpal2	Ruffian	Slot 600	agrandrb
rumar01	Umar	Slot 600	agrandsw
rumar02	Nabassu	Slot 600	agrandbr
rumar03	Imp	Slot 592	agrandrb
ryan	Sir Paritin	Slot 592	agrandrb
ryonn	Ryon	Slot 592	agrandrb
rzomb01	Zombie	Slot 600	agrandbr
rztelep	Teleport	Slot 592	agrandsh
s#rolles	Rolles	Slot 592	agrandsh
sacorc01	Gorrek	Slot 592	agrandbr
sacorc02	Orc Archer	Slot 592	agrandbr
sacorc03	Orc Priest	Slot 592	agrandcl
sacorc04	Orc Mage	Slot 592	agrandbr
sacorc05	Orc	Slot 592	agrandbr
sacorc06	Orc Archer	Slot 592	agrandbr
sacorc07	Orc Priest	Slot 592	agrandrp
sacorc08	Orc Mage	Slot 592	agrandsw
sacorc10	Orc	Slot 592	agrandrb
sacorc9	Orc Archer	Slot 592	agrandbr
sahamb01	Rebel	Slot 592	agrandbr
sahamb02	Rebel	Slot 592	agrandrb
sahamb03	Rebel	Slot 608	agrandbr
sahamb04	Sahuagin	Slot 592	agrandbr
sahamb05	Sahuagin	Slot 592	agrandrb
sahamb06	Sahuagin	Slot 584	agrandbr
sahbar01	Sahuagin Baronial Guard	Slot 592	agrandbr
sahbar02	Sahuagin Baron	Slot 592	agrandbr
sahbar03	Baron Thelokassyil	Slot 592	agrandrb
sahbeh01	Spectator	Slot 600	agrandbr
sahbeh02	Sziltar's Apparition	Slot 592	agrandbr
sahbeh03	Sziltar's Apparition	Slot 592	agrandrb
sahbeh04	Sziltar's Apparition	Slot 600	agrandrb
sahcapt0	Captain Alyittyl	Slot 600	agrandrb
sahcapt1	Captain Alyittyl	Slot 600	agrandrb
sahchf01	Sahuagin Chieftain	Slot 592	agrandbr
sahchf02	Sahuagin Chieftain	Slot 584	agrandrb
sahcpt01	Captain Alyittyl	Slot 600	agrandbr
sahcpt02	Captain Feerlattiys	Slot 592	agrandbr
sahextra	Sahuagin Royal Guard	Slot 608	agrandsw
sahgrd01	Sahuagin Royal Guard	Slot 592	agrandrb
sahgrd02	Sahuagin Royal Guard	Slot 592	agrandrg
sahgrd03	Sahuagin Royal Guard	Slot 592	agrandrb
sahimp01	Imp	Slot 592	agrandbr
sahimp02	Imp	Slot 592	agrandbr
sahimp04	Khelben	Slot 584	agrandbr
sahimp05	Alustriel	Slot 584	agrandrb
sahimp06	Piergeiron	Slot 584	agrandbr
sahkin01	Sahuagin King	Slot 592	agrandbr
sahkng01	King Ixilthetocal	Slot 592	agrandrb
sahkng02	King Ixilthetocal	Slot 600	agrandrb
sahoty01	Ettin	Slot 592	agrandrb
sahpr2	Prince Villynaty	Slot 584	agrandrp
sahpr4	Senior Priestess Sallinithyl	Slot 608	agrandbr
sahpr5	Priestess of Sekolah	Slot 608	agrandbr
sahpri01	Sahuagin Prince	Slot 592	agrandbr
sahpri02	Royal High Priestess	Slot 608	agrandbr
sahramb1	Rebel	Slot 592	agrandbr
sahramb2	Rebel	Slot 592	agrandrb
sahramb3	Priestess	Slot 592	agrandbr
sahramb4	Rebel	Slot 592	agrandrb
sahramb5	Rebel	Slot 592	agrandbr
sahrar01	Rebel	Slot 592	agrandbr
sahrgr01	Rebel	Slot 592	agrandrb
sahrgr02	Rebel	Slot 592	agrandrb
sahrgr03	Rebel	Slot 600	agrandrb
sahrnt01	Rebel	Slot 592	agrandbr
sahryl01	Sahuagin Royal Guard	Slot 592	agrandbr
sahspy04	Sahuagin	Slot 608	agrandrb
sahsss01	Rebel	Slot 592	agrandrb
sahsss02	Rebel	Slot 592	agrandrb
sahsss03	Rebel	Slot 592	agrandbr
sahuag01	Sahuagin	Slot 592	agrandrb
sahzom01	Sea Zombie Lord	Slot 592	agrandrb
salam01	Pasha Salam	Slot 592	agrandrb
salam02	Pasha Salam	Slot 592	agrandrb
salam03	Pasha Salam	Slot 592	agrandbr
salam04	Pasha Salam	Slot 592	agrandbr
salam05	Pasha Salam	Slot 592	agrandrb
salam06	Pasha Salam	Slot 592	agrandbr
salvanas	Salvanas	Slot 592	agrandbr
samia	Samia	Slot 600	agrandrb
sarbha01	Alexander Ralisar	Slot 592	agrandsr
sarbha02	Oris Nimblefinger	Slot 592	agrandbr
sarbha03	Asmay Jahag	Slot 592	agrandrb
sarbul01	Human	Slot 584	agrandrb
sarbul02	Human	Slot 584	agrandbr
sarbul03	Human	Slot 584	agrandbr
sarbul04	Il-Khan Soldier	Slot 600	agrandbr
sarbul05	Il-Khan Soldier	Slot 600	agrandbr
sarbul06	Il-Khan Soldier	Slot 600	agrandbr
sarbul07	Il-Khan Soldier	Slot 600	agrandrb
sarcult	Human Cultist	Slot 584	agrandbr
sarcult2	Human Cultist	Slot 584	agrandbr
sarculto	Orc Cultist	Slot 584	agrandbr
sardw01	Dwarf	Slot 584	agrandrb
sardw02	Dwarf	Slot 584	agrandbr
sardw03	Dwarf	Slot 584	agrandbr
sardw04	Dwarf	Slot 600	agrandbr
sardw05	Dwarf	Slot 592	agrandrb
sarelf05	Elf	Slot 600	agrandrb
sarelf06	Elf	Slot 592	agrandbr
sarev1	Armored Figure	Slot 592	agrandbr
sarfaki2	Fire Giant	Slot 592	agrandrb
sarfakie	Fire Giant	Slot 592	agrandbr
sargrd01	Militia Guard	Slot 584	agrandbr
sargrd02	Militia Guard	Slot 584	agrandbr
sargrd03	Militia Guard	Slot 592	agrandnc
sargrd04	Fighter	Slot 600	agrandbr
sargrd05	Thief	Slot 600	agrandlx
sargrd06	Mage	Slot 600	agrandbr
sargrd07	Fighter	Slot 600	agrandrb
sargrd08	Fighter	Slot 600	agrandrb
sargrd09	Thief	Slot 600	agrandrb
sargrd10	Fighter	Slot 584	agrandbr
sargrd11	Fighter	Slot 584	agrandbr
sargrd12	Militia Guard	Slot 600	agrandrb
sargrd13	Militia Guard	Slot 600	agrandrb
sargrd14	Militia Guard	Slot 600	agrandrb
sargrd15	Militia Guard	Slot 600	agrandbr
sargrd16	Militia Guard	Slot 600	agrandrb
sarhal	Halfling Cultist	Slot 584	agrandbr
saripg01	Militia Guard	Slot 592	agrandbr
saripg02	Militia Guard	Slot 592	agrandbr
saripg03	Militia Guard	Slot 592	agrandbr
saripg04	Militia Guard	Slot 592	agrandrb
sarkis01	Kiser Jhaeri	Slot 600	agrandbr
sarkis02	Fighter	Slot 608	agrandrb
sarkis03	Fighter	Slot 600	agrandrb
sarkis04	Kiser Jhaeri	Slot 600	agrandrb
sarmag01	Errard	Slot 584	agrandrb
sarmat01	Mateo	Slot 584	agrandbr
sarmil01	Militia Soldier	Slot 600	agrandbr
sarmil02	Militia Captain	Slot 592	agrandrb
sarmist	Cold Mistress	Slot 600	agrandbr
sarorc01	Elite Orc	Slot 592	agrandbr
saroro01	Elite Orog	Slot 592	agrandrb
sarrein1	Orc	Slot 600	agrandrb
sarrein2	Human	Slot 600	agrandbr
sarson01	Ardic Santele	Slot 592	agrandrb
sarthf01	Hectan	Slot 592	agrandrb
sartro01	Orc	Slot 584	agrandbr
sartro02	Human	Slot 584	agrandbr
sartro03	Orog	Slot 584	agrandbr
sarvam02	Vampire	Slot 592	agrandsw
sarvam03	Vampire	Slot 592	agrandbr
sarvie01	Viekang	Slot 600	agrandrb
sassar	Sassar	Slot 592	agrandbr
sbsmess	Messenger	Slot 608	agrandbr
scdur	Unger Hilldark	Slot 592	agrandrb
schnur	Max	Slot 592	agrandbr
scjerlia	Jerlia the Ore Merchant	Slot 592	agrandbr
scsain	Dawnbringer Sain	Slot 608	agrandrb
sctelwyn	Guardian Telwyn	Slot 608	agrandrb
scyarryl	Talon Yarryl	Slot 608	agrandrb
sd_hrzr1	Cenobite	Slot 600	agrandbr
sd_hrzr2	Cenobite	Slot 592	agrandbr
sd_hrzr3	Cenobite	Slot 592	agrandbr
sd_sif	Marilith	Slot 592	agrandbr
sd1	Shed	Slot 592	agrandrb
sd2	Shed	Slot 592	agrandrb
sd3	Shed	Slot 592	agrandbr
sdelfac	Shadowed Elven Acolyte	Slot 592	agrandbr
sdelfbw1	Shadowed Elven Archer	Slot 592	agrandrb
sdelfbw2	Shadowed Elven Archer	Slot 592	agrandrb
sdelfcl	Shadowed Elven Cleric	Slot 592	agrandea
sdelfcl2	Shadowed Elven Cleric	Slot 592	agrandrb
sdelfof1	Shadowed Elven Officer	Slot 592	agrandrb
sdelfof2	Shadowed Elven Officer	Slot 592	agrandbr
sdelfof3	Shadowed Elven Officer	Slot 592	agrandrb
sdelfpr	Shadowed Elven Priest	Slot 592	agrandbr
sdelfsw2	Shadowed Elven Swordsman	Slot 592	agrandrb
sdelfsw3	Shadowed Elven Swordsman	Slot 592	agrandbr
sdelfsw5	Shadowed Elven Swordsman	Slot 592	agrandbr
sdelfwz1	Shadowed Elven Wizard	Slot 584	agrandbr
sdruid3	Druid	Slot 584	agrandbr
sellea1	Skeleton Leader	Slot 592	agrandbr
sellthf	Shadow Thief	Slot 608	agrandrb
selorc01	Elite Orc	Slot 592	agrandrb
senani01	Moose	Slot 608	agrandrb
senani02	Deer	Slot 608	agrandrb
senani03	Squirrel	Slot 608	agrandrb
senani04	Rabbit	Slot 608	agrandrb
senani05	Pheasant	Slot 600	agrandbr
senbeh01	Spectator	Slot 592	agrandrb
sendai	Sendai	Slot 592	agrandrb
sendai2	Sendai	Slot 584	agrandbr
sendai3	Sendai	Slot 592	agrandbr
sendai4	Sendai	Slot 592	agrandbr
sendai5	Sendai	Slot 592	agrandrb
sendai6	Sendai	Slot 584	agrandrb
sendai7	Sendai	Slot 584	agrandrg
sendai8	Sendai	Slot 600	agrandbr
sendro01	Drow	Slot 584	agrandrb
sendro02	Drow	Slot 592	agrandrb
sendro03	Drow	Slot 600	agrandbr
sendro04	Drow	Slot 584	agrandrb
sendro05	Drow	Slot 584	agrandrb
senfod01	Drow	Slot 584	agrandbr
senfod02	Drow	Slot 592	agrandea
sengua01	Woodcutter	Slot 608	agrandbr
sengua02	Guard Captain	Slot 592	agrandrb
sengua03	Captain Egeissag	Slot 584	agrandbr
sengua04	Slavemaster	Slot 584	agrandbr
sengua05	Drow	Slot 592	agrandsw
senill01	Mithykyl	Slot 592	agrandrb
senill02	Mithykyl	Slot 592	agrandrb
senken01	Thelynn'ss	Slot 584	agrandrb
senlich	Odamaron	Slot 600	agrandrb
senmonk	Master Bennon	Slot 592	agrandrb
senorc01	Derro Berserker	Slot 592	agrandbr
senorc02	Derro	Slot 592	agrandrb
senorc03	Derro Berserker	Slot 592	agrandbr
senorc04	Derro	Slot 592	agrandbr
senpri01	Diaytha	Slot 584	agrandrb
sensmsp2	Orog	Slot 592	agrandrb
serrhya	Sehriya	Slot 592	agrandbr
sethle	Sethle	Slot 608	agrandbr
sevdru01	Alatelo De Bonito	Slot 600	agrandrb
sevpat01	Mencar Pebblecrusher	Slot 600	agrandbr
sevpat02	Amon of the Purple Brotherhood	Slot 608	agrandbr
sevpat03	Pookey	Slot 608	agrandbr
sevpat04	Smaeluv Orcslicer	Slot 600	agrandrb
sevpat05	Brennan Risling	Slot 600	agrandbr
sewarc01	Orc Archer	Slot 600	agrandbr
sewarc02	Orc Archer	Slot 600	agrandrb
sewdue01	Duergar Sapper	Slot 608	agrandsr
sewdue02	Duergar Sapper	Slot 608	agrandbr
seworo01	Elite Orog	Slot 600	agrandbr
sewrak01	Rakshasa	Slot 608	agrandbr
sewyag01	Duergar Sapper	Slot 592	agrandbr
sewyag02	Orc Archer	Slot 592	agrandbr
sewyag03	Elite Orog	Slot 592	agrandrb
sewyag04	Yaga-Shura Mage	Slot 600	agrandbr
sghastgr	Greater Ghast	Slot 600	agrandrb
sgpedd1	Arkvisti the Wanderer	Slot 584	agrandbr
sguard1	Guard	Slot 592	agrandbr
sguard2	Guard	Slot 592	agrandrb
sguard3	Guard	Slot 608	agrandea
sguard4	Guard	Slot 592	agrandbr
shabod01	Wallag's Body	Slot 592	agrandrb
shadar	Shadar	Slot 592	agrandrb
shadth01	Shadow Thief	Slot 600	agrandbr
shadth02	Rogue	Slot 600	agrandrb
shagbag	Shagbag	Slot 592	agrandrb
shagho01	Badon's Ghost	Slot 592	agrandrb
shagho02	Dettseh's Ghost	Slot 592	agrandrb
shamon	Shamon'na	Slot 592	agrandbr
shank	Shank	Slot 592	agrandsw
shape	Frennedan	Slot 592	agrandbr
sharfit1	Half Quallian Warrior	Slot 592	agrandbr
sharfit2	Tribal Warrior	Slot 592	agrandbr
sharfit3	Half Quallian Warrior	Slot 592	agrandrb
sharfit4	Tribal Shaman	Slot 592	agrandbr
sharthug	Tyrian	Slot 592	agrandrb
shbones	Skeleton Warrior	Slot 592	agrandbr
shdelfpt	Shadowed Elf	Slot 592	agrandrb
shdw1	Shadow	Slot 592	agrandrb
shdwsam1	Shadow Samurai	Slot 584	agrandea
shdwsam2	Zakath	Slot 584	agrandbr
shdwsam3	Shadow Samurai	Slot 584	agrandea
shdwsam4	Dark Guardian	Slot 584	agrandbr
shdwsam5	Shadow Samurai	Slot 584	agrandbr
shdwsam6	Shadow Samurai	Slot 584	agrandrb
shdwsam7	Fe'Raph	Slot 584	agrandrb
shdwsam8	Avenger	Slot 584	agrandbr
sheemish	Sheemish	Slot 592	agrandbr
shmind	Mind Flayer	Slot 592	agrandrb
shobsl01	Hobgoblin Slayer	Slot 592	agrandrb
shrek	Shrek	Slot 592	agrandbr
shth01	Hanz	Slot 600	agrandrb
shth011	Hanz	Slot 600	agrandbr
shth02	Goshan	Slot 600	agrandbr
shth03	Kretor	Slot 600	agrandbr
shth04	Morsa	Slot 600	agrandrb
shth05	Joster	Slot 600	agrandrp
shth06	Varia	Slot 600	agrandbr
shthass1	Ama	Slot 592	agrandrb
shthass2	Shadow Thief	Slot 592	agrandbr
shthass3	Thief	Slot 592	agrandbr
shthdr01	Brannel	Slot 600	agrandbr
shthlt01	Jariel	Slot 592	agrandbr
shthlt02	Lathan	Slot 592	agrandbr
shthoff1	Sir Greshal	Slot 600	agrandrb
shthstor	Rattell	Slot 592	agrandrb
shtroll	Troll	Slot 592	agrandbr
shugar01	Sister Garlena	Slot 600	agrandrb
shugfg01	Vigil Knight	Slot 592	agrandsr
shugho01	Ghostly Apparition	Slot 584	agrandrb
shugmg01	Vigil Knight	Slot 592	agrandbr
shugod01	Odren	Slot 600	agrandbr
shugod02	Odren	Slot 592	agrandea
shugpr01	Vigil Knight	Slot 592	agrandrb
shupol01	Brother Pol	Slot 592	agrandbr
shwolf	Greater Wolfwere	Slot 592	agrandbr
sillara	Sillara	Slot 592	agrandrb
sirine01	Sirine	Slot 608	agrandrb
sk#algol	Algol	Slot 592	agrandrb
sk#amn	Amnish Soldier	Slot 592	agrandrb
sk#kao	Kaoemeth	Slot 600	agrandsr
sk#lich	Aeldredus	Slot 592	agrandsw
sk#lila	Lilacor	Slot 592	agrandrb
sk#nym	Avaritia	Slot 592	agrandrb
sk#nym2	Avaritia	Slot 592	agrandrb
sk#sarie	Sarie	Slot 592	agrandlx
sk#ssp1	Sarie Spawn	Slot 592	agrandbr
sk#ssp2	Sarie Spawn	Slot 592	agrandbr
sk#ssp3	Sarie Spawn	Slot 592	agrandbr
sk#vidu	Viduan	Slot 592	agrandbr
skelar01	Skeleton Archer	Slot 592	agrandbr
skelar02	Skeleton Archer	Slot 592	agrandbr
skelarch	Skeleton Archer	Slot 592	agrandrb
skelet	Skeleton	Slot 592	agrandrb
skelet_a	Skeleton	Slot 592	agrandbr
skelet01	Skeleton	Slot 592	agrandbr
skelet02	Skeleton	Slot 592	agrandbr
skelets	Skeleton	Slot 592	agrandbr
skelhp1	Skeleton	Slot 592	agrandbr
skellord	Skeleton Lord	Slot 592	agrandrb
skelwa	Skeleton Warrior	Slot 592	agrandbr
skelwa01	Skeleton Warrior	Slot 592	agrandrb
skelwa02	Skeleton Warrior	Slot 600	agrandbr
skelwa03	Skeleton Warrior	Slot 584	agrandbr
skelwa04	Skeleton Warrior	Slot 592	agrandrb
skelwax2	Skeleton Warrior	Slot 592	agrandbr
skelwax3	Skeleton Warrior	Slot 592	agrandrb
skobchie	Kobold Chieftain	Slot 592	agrandbr
slamng01	Amnish Soldier	Slot 592	agrandrb
slandor	Andorian	Slot 592	agrandcl
slapri	Priest of Cyric	Slot 600	agrandrb
slarch1	Slaver Guard	Slot 592	agrandrb
slaver1	Slaver Guard	Slot 600	agrandrb
slaver2	Slaver Guard	Slot 592	agrandbr
slaver3	Slaver Guard	Slot 592	agrandrb
slaver4	Slaver Guard	Slot 592	agrandrb
slavet1	Slave Trader	Slot 592	agrandbr
slavet2	Slave Trader	Slot 592	agrandrb
slavet3	Slave Trader	Slot 592	agrandbr
slavet4	Slave Trader	Slot 592	agrandbr
slavet5	Slave Trader	Slot 592	agrandrb
slayer	Slayer	Slot 592	agrandbr
slayer2	Slayer	Slot 592	agrandrb
slayer3	Slayer	Slot 592	agrandlx
slaysh01	Slayer Shadow	Slot 592	agrandbr
